record_id,species_name,common_name,plant_type,region,country,year,height_m,dbh_cm,wood_density_g_cm3,agb_kg,bgb_kg,carbon_storage_kg,total_CO2eq_stored_kg,annual_C_kg,annual_CO2_kg,annual_growth_rate_pct,co2_absorption_change_rate_pct,mortality_rate,leaf_area_index,canopy_m2,root_depth_m,mean_temp_C,annual_rainfall_mm,soil_type,soil_carbon_percent,altitude_m,latitude,longitude,urban_density_index,land_use_type,maintenance_cost_usd_per_year,policy_zone,iucn_status,biodiversity_value,habitat_loss_percent,protected_area_presence,invasive_risk_score,source
R007870,Rosa spp. var6,Rose (var6),flower,North America,Mexico,2021,0.539,0.0,,0.164,0.025,0.089,0.327,0.0745,0.2731,83.54,0.89,0.1813,1.165,0.011,0.162,13.73,158.8,Loam-Clay,3.453,187.2,25.26862,-113.621567,41.67,residential_yard,6.2,low,DD,0.698,1.85,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R007871,Prunus africana var3,African cherry (var3),tree,Africa,Kenya,2003,4.155,55.411,0.62,790.763,180.333,456.415,1673.522,11.8028,43.2768,2.59,0.53,0.0246,2.363,93.679,0.554,21.62,490.9,Silty,2.977,611.7,-11.491584,140.542962,25.61,garden,42.49,high,VU,0.77,1.38,1,0.06,Hybrid-synthetic (modeled from literature distributions)
R007872,Lantana camara var6,Lantana (var6),flower,Asia,India,2022,0.43,0.0,,0.039,0.005,0.021,0.076,0.0067,0.0244,32.3,2.27,0.1257,0.582,1.22,0.385,15.24,1388.1,Clay,0.671,393.4,-50.365751,80.694331,24.73,roadside,39.52,high,VU,0.648,21.81,0,0.296,Hybrid-synthetic (modeled from literature distributions)
R007873,Eucalyptus globulus var3,Blue gum (var3),tree,Oceania,New Zealand,2021,10.254,41.493,0.615,1085.655,242.935,624.437,2289.603,35.9408,131.7828,5.76,-0.29,0.0166,3.353,58.135,1.774,18.53,1001.4,Peaty,2.226,227.6,59.122795,-179.670848,53.37,natural_forest,28.72,low,LC,0.362,6.91,0,0.187,Hybrid-synthetic (modeled from literature distributions)
R007874,Salix babylonica var4,Weeping willow (var4),tree,Asia,Indonesia,2021,1.5,19.242,0.503,27.939,7.879,16.834,61.725,0.0168,0.0617,0.1,1.62,0.0356,0.5,91.437,0.609,28.95,1313.3,Sandy,1.895,1012.9,31.123892,162.756244,29.1,residential_yard,32.47,high,LC,0.636,16.33,0,0.055,Hybrid-synthetic (modeled from literature distributions)
R007875,Prunus domestica var7,Plum (var7),tree,Oceania,Fiji,2020,17.659,64.809,0.537,3982.21,1349.9,2506.092,9189.003,2.5061,9.189,0.1,-2.46,0.0176,1.896,40.028,1.072,21.32,200.0,Clay,2.449,717.6,-45.573738,-144.613058,6.7,roadside,28.5,high,EN,0.201,0.65,1,0.059,Hybrid-synthetic (modeled from literature distributions)
R007876,Pinus radiata var8,Monterey pine (var8),tree,North America,United States,2008,2.708,39.179,0.471,195.902,64.348,122.317,448.497,6.1682,22.6169,5.04,-2.7,0.0446,0.843,88.219,1.836,11.12,1567.0,Clay,2.233,899.1,17.790274,-165.114117,38.35,community_garden,55.08,none,EN,0.59,8.34,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R007877,Ginkgo biloba var3,Ginkgo (var3),tree,Oceania,Fiji,2022,5.348,7.843,0.599,19.707,5.619,11.903,43.645,0.7225,2.649,6.07,-0.78,0.0241,2.055,39.744,2.467,20.84,817.8,Silty,0.453,688.3,-7.218078,169.722924,50.56,natural_forest,17.43,low,NT,0.724,13.64,1,0.004,Hybrid-synthetic (modeled from literature distributions)
R007878,Cordia africana var3,Cordia (var3),tree,South America,Argentina,2022,12.686,23.408,0.45,312.686,87.876,188.264,690.303,1.7089,6.266,0.91,-1.3,0.0263,3.38,54.66,1.294,23.12,1628.3,Loam-Clay,2.038,40.3,-4.886427,-37.912462,37.18,community_garden,95.42,high,LC,0.463,0.0,0,0.268,Hybrid-synthetic (modeled from literature distributions)
R007879,Terminalia brownii var6,Terminalia (var6),tree,Africa,Uganda,2002,15.85,41.183,0.712,1913.183,640.766,1200.356,4401.305,1.2004,4.4013,0.1,-2.16,0.0185,2.74,43.162,0.5,17.6,1045.8,Peaty,1.168,0.0,-45.843464,131.586188,61.05,campus,11.25,none,EN,0.416,1.36,0,0.125,Hybrid-synthetic (modeled from literature distributions)
R007880,Cedrus deodara var3,Deodar cedar (var3),tree,Oceania,Fiji,2015,6.968,60.49,0.533,1358.247,386.587,820.072,3006.931,50.5805,185.4617,6.17,0.97,0.0137,1.376,2.499,1.04,14.76,406.0,Sandy,1.471,0.0,-0.387312,-121.543064,31.07,community_garden,27.63,none,LC,0.362,11.28,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R007881,Albizia saman var2,Rain tree (var2),tree,Asia,Vietnam,2014,6.797,54.434,0.5,1007.337,229.526,581.326,2131.528,41.3932,151.7751,7.12,-0.88,0.01,1.406,1.0,1.968,22.72,1706.5,Peaty,2.808,0.0,40.904052,-152.090898,35.2,natural_forest,20.02,low,DD,0.648,21.48,1,0.132,Hybrid-synthetic (modeled from literature distributions)
R007882,Acer platanoides var6,Norway maple (var6),tree,Europe,France,2005,13.407,21.277,0.684,415.384,129.749,256.213,939.447,3.7724,13.832,1.47,1.8,0.0116,4.015,132.401,2.013,13.16,800.6,Silty,2.932,224.9,57.577989,5.641997,18.56,residential_yard,18.34,low,LC,0.726,23.52,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R007883,Quercus robur var6,English oak (var6),tree,Asia,Thailand,2017,14.615,39.465,0.801,1822.86,464.313,1074.971,3941.562,60.5309,221.9466,5.63,1.82,0.0147,2.087,11.874,0.687,31.06,1137.2,Silty,1.702,796.2,48.897374,-83.702937,19.0,urban_park,66.0,high,VU,0.767,16.51,0,0.22,Hybrid-synthetic (modeled from literature distributions)
R007884,Cinnamomum verum,Cinnamon (common),tree,Europe,Italy,2009,10.597,51.061,0.768,2121.452,556.638,1258.702,4615.242,20.5793,75.4576,1.63,1.02,0.0412,3.511,19.383,3.877,10.94,737.0,Chalky,0.517,144.0,-26.876606,121.983325,29.87,roadside,12.63,high,CR,0.921,11.37,1,0.0,Hybrid-synthetic (modeled from literature distributions)
R007885,Casuarina equisetifolia var4,Casuarina (var4),tree,South America,Chile,2015,18.02,26.379,0.566,709.716,235.925,444.451,1629.655,17.3292,63.5405,3.9,-3.73,0.0234,3.927,2.747,2.767,24.98,1499.3,Chalky,2.275,969.9,36.865277,-3.095672,20.17,residential_yard,18.05,low,DD,0.813,18.54,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R007886,Prunus africana var4,African cherry (var4),tree,Africa,Uganda,2023,14.827,40.34,0.394,951.232,262.454,570.433,2091.586,26.5407,97.316,4.65,2.65,0.0403,2.557,30.752,0.5,26.72,1006.8,Peaty,1.163,304.4,-2.452345,47.059241,27.16,garden,22.22,low,EN,0.593,0.0,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R007887,Chrysanthemum morifolium var4,Chrysanthemum (var4),flower,North America,Mexico,2015,0.97,0.0,,0.01,0.002,0.006,0.02,0.0012,0.0043,21.32,-1.61,0.1102,1.581,1.067,0.196,4.5,1307.9,Sandy,2.329,484.4,48.004172,168.193428,27.1,campus,46.47,high,VU,0.308,14.34,0,0.211,Hybrid-synthetic (modeled from literature distributions)
R007888,Alnus glutinosa var7,Alder (var7),tree,Oceania,New Zealand,2017,16.302,44.552,0.364,1176.614,286.644,687.731,2521.681,14.818,54.3328,2.15,-3.36,0.01,5.152,55.376,1.798,19.44,1355.5,Clay,2.926,356.8,30.218963,-92.131373,3.48,residential_yard,30.21,moderate,EN,0.426,8.24,0,0.517,Hybrid-synthetic (modeled from literature distributions)
R007889,Cedrus deodara var6,Deodar cedar (var6),tree,Europe,Germany,2000,8.877,86.665,0.272,1811.396,528.036,1099.533,4031.62,53.1426,194.8562,4.83,-0.91,0.0239,2.276,1.0,0.751,20.2,641.0,Peaty,1.472,241.5,-54.660599,61.608267,15.23,garden,120.6,moderate,DD,0.45,10.21,0,0.227,Hybrid-synthetic (modeled from literature distributions)
R007890,Prunus domestica var7,Plum (var7),tree,Europe,Germany,2000,10.822,80.47,0.369,2582.904,691.034,1538.751,5642.086,68.3896,250.7619,4.44,-0.64,0.0476,3.131,52.674,2.681,21.16,887.8,Peaty,3.129,588.6,6.185562,-159.290795,64.34,roadside,32.23,low,NT,0.523,10.21,1,0.0,Hybrid-synthetic (modeled from literature distributions)
R007891,Tectona grandis var5,Teak (var5),tree,Asia,Indonesia,2014,17.844,38.766,0.52,1394.009,393.923,840.328,3081.202,81.9467,300.4713,9.75,0.9,0.0286,1.081,7.752,0.882,19.54,874.9,Clay,2.76,695.1,-5.295724,173.996967,18.9,urban_park,27.53,moderate,LC,0.695,14.87,1,0.301,Hybrid-synthetic (modeled from literature distributions)
R007892,Albizia saman var7,Rain tree (var7),tree,Asia,Philippines,2012,6.354,31.504,0.457,288.418,98.276,181.746,666.402,9.2534,33.929,5.09,-0.19,0.0328,0.5,1.0,2.059,15.01,1084.6,Clay,1.65,0.0,-13.952084,-177.457764,25.11,campus,54.43,moderate,DD,0.528,0.0,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R007893,Quercus robur var2,English oak (var2),tree,South America,Argentina,2010,8.501,66.996,0.503,1919.899,472.452,1124.405,4122.818,34.0908,124.9997,3.03,2.12,0.0518,2.139,61.809,0.928,27.03,1803.9,Clay,1.825,240.6,34.879813,-37.625017,8.76,community_garden,17.96,low,LC,0.405,0.41,0,0.114,Hybrid-synthetic (modeled from literature distributions)
R007894,Pongamia pinnata var3,Karanja (var3),tree,South America,Peru,2021,5.182,47.605,0.484,568.862,189.021,356.205,1306.085,12.9574,47.5106,3.64,-1.46,0.01,4.742,1.0,1.002,20.52,442.7,Silty,1.509,813.8,34.311314,-115.903411,9.37,natural_forest,34.59,low,NT,0.171,7.35,0,0.144,Hybrid-synthetic (modeled from literature distributions)
R007895,Picea abies var2,Norway spruce (var2),tree,North America,Canada,2013,11.955,101.188,0.532,6505.876,1438.285,3733.756,13690.438,147.0277,539.1016,3.94,2.43,0.0162,2.82,1.0,0.676,2.95,1669.9,Sandy,2.917,0.0,49.963463,48.114433,5.96,campus,10.01,low,DD,0.286,25.64,1,0.074,Hybrid-synthetic (modeled from literature distributions)
R007896,Lavandula angustifolia var2,Lavender (var2),flower,Africa,South Africa,2002,0.114,0.0,,0.063,0.012,0.035,0.129,0.0162,0.0595,46.24,0.1,0.1655,0.366,0.547,0.412,18.18,834.3,Sandy,2.811,1673.6,5.661588,160.744564,57.3,urban_park,71.12,low,VU,0.96,39.08,0,0.113,Hybrid-synthetic (modeled from literature distributions)
R007897,Ginkgo biloba var2,Ginkgo (var2),tree,South America,Chile,2021,22.17,35.338,0.615,1703.623,404.959,991.034,3633.79,32.9323,120.7519,3.32,-1.51,0.0309,1.12,60.908,1.319,23.08,2646.4,Loam-Clay,1.87,59.1,-2.772037,72.845371,27.95,natural_forest,15.98,moderate,LC,0.535,10.23,1,0.3,Hybrid-synthetic (modeled from literature distributions)
R007898,Terminalia brownii var4,Terminalia (var4),tree,Oceania,Fiji,2007,12.822,44.812,0.592,1525.619,330.126,872.2,3198.068,16.9853,62.2793,1.95,2.2,0.0138,3.117,93.315,1.564,22.56,1655.1,Peaty,2.631,68.7,-7.951829,144.453602,6.98,natural_forest,49.22,high,CR,0.848,12.17,1,0.0,Hybrid-synthetic (modeled from literature distributions)
R007899,Betula pendula var6,Silver birch (var6),tree,Oceania,Fiji,2007,3.874,46.581,0.301,253.113,61.166,147.711,541.608,0.1477,0.5416,0.1,-2.18,0.0217,4.247,1.0,1.565,23.0,343.5,Loam-Clay,3.81,164.9,22.847522,63.616256,24.83,campus,17.65,low,CR,0.525,14.44,0,0.139,Hybrid-synthetic (modeled from literature distributions)
R007900,Milicia excelsa var5,Iroko (var5),tree,Oceania,Australia,2016,1.5,5.0,0.448,1.681,0.498,1.024,3.755,0.0692,0.2537,6.76,0.48,0.0167,4.417,33.236,2.372,23.49,1350.5,Silty,2.526,247.5,-45.468838,-50.129734,23.45,natural_forest,100.38,low,CR,0.707,18.49,1,0.0,Hybrid-synthetic (modeled from literature distributions)
R007901,Citrus sinensis var5,Orange tree (var5),tree,South America,Chile,2016,20.986,9.857,0.522,106.482,31.308,64.762,237.459,5.1256,18.794,7.91,1.91,0.0149,2.79,75.76,1.19,16.72,1446.5,Loam,2.241,655.9,-4.980347,148.288522,32.12,green_roof,20.96,none,EN,0.521,22.83,0,0.404,Hybrid-synthetic (modeled from literature distributions)
R007902,Cecropia peltata var4,Trumpet tree (var4),tree,South America,Colombia,2017,1.5,23.92,0.515,44.234,15.341,28.0,102.668,2.1006,7.7023,7.5,-2.78,0.0206,3.862,78.957,1.323,22.2,1333.4,Sandy,0.1,0.0,0.80206,158.692676,29.76,natural_forest,11.17,moderate,NT,0.705,13.81,0,0.11,Hybrid-synthetic (modeled from literature distributions)
R007903,Tectona grandis,Teak (common),tree,Asia,Indonesia,2001,15.3,26.108,0.782,815.729,212.846,483.43,1772.577,23.3279,85.5355,4.83,1.47,0.0227,3.945,30.95,0.5,25.89,1114.9,Silty,1.55,408.9,-59.342543,32.028262,23.68,campus,57.81,high,CR,0.662,6.46,1,0.173,Hybrid-synthetic (modeled from literature distributions)
R007904,Hibiscus rosa-sinensis var4,Hibiscus (var4),flower,Asia,Vietnam,2020,0.247,0.0,,0.01,0.002,0.006,0.021,0.0031,0.0113,54.56,-0.59,0.1341,1.497,0.835,0.193,26.63,731.9,Clay,2.987,67.4,-44.48513,-65.101761,29.35,garden,32.11,none,CR,0.736,8.67,0,0.576,Hybrid-synthetic (modeled from literature distributions)
R007905,Bougainvillea glabra var4,Bougainvillea (var4),flower,Africa,South Africa,2016,0.557,0.0,,0.169,0.02,0.089,0.325,0.0389,0.1425,43.81,-1.08,0.229,1.484,0.079,0.11,25.27,557.4,Clay,1.864,0.0,43.001771,-2.606399,16.56,natural_forest,66.61,none,DD,0.381,21.07,0,0.361,Hybrid-synthetic (modeled from literature distributions)
R007906,Milicia excelsa var5,Iroko (var5),tree,Asia,Indonesia,2005,16.046,30.479,0.544,811.431,187.522,469.508,1721.529,25.1669,92.2785,5.36,-1.2,0.0171,3.206,26.154,2.869,32.89,742.7,Peaty,4.123,611.5,4.365485,-85.811,36.46,green_roof,25.26,none,CR,0.587,0.72,0,0.212,Hybrid-synthetic (modeled from literature distributions)
R007907,Citrus sinensis var3,Orange tree (var3),tree,North America,United States,2023,3.96,15.608,0.821,79.205,21.519,47.34,173.582,1.5043,5.5156,3.18,0.77,0.0255,2.09,45.346,0.992,19.32,706.9,Loam,1.041,1194.2,34.803514,33.953775,32.19,natural_forest,122.95,high,NT,0.801,0.95,0,0.291,Hybrid-synthetic (modeled from literature distributions)
R007908,Lantana camara var2,Lantana (var2),flower,Africa,Kenya,2014,0.677,0.0,,0.103,0.012,0.054,0.198,0.0124,0.0453,22.9,0.35,0.3251,0.789,0.463,0.445,19.54,1067.8,Silty,1.338,1477.8,17.159205,-86.272135,14.7,community_garden,96.36,high,DD,0.033,6.38,0,0.475,Hybrid-synthetic (modeled from literature distributions)
R007909,Cordia africana var4,Cordia (var4),tree,South America,Colombia,2014,15.697,60.082,0.623,3530.239,743.712,2008.757,7365.441,2.0088,7.3654,0.1,-1.04,0.0348,1.693,76.829,1.916,14.58,584.1,Chalky,0.377,0.0,45.109341,11.561188,65.04,campus,11.36,high,LC,0.315,19.29,0,0.051,Hybrid-synthetic (modeled from literature distributions)
R007910,Lantana camara,Lantana (common),flower,Africa,Nigeria,2001,0.8,0.0,,0.099,0.019,0.056,0.204,0.0394,0.1446,70.86,-1.03,0.05,0.397,0.274,0.336,22.53,594.6,Clay,2.119,1837.5,20.855136,-143.74885,2.95,community_garden,8.3,moderate,EN,0.564,22.68,1,0.11,Hybrid-synthetic (modeled from literature distributions)
R007911,Lavandula angustifolia,Lavender (common),flower,South America,Chile,2007,1.189,0.0,,0.233,0.05,0.133,0.488,0.0826,0.3029,62.06,0.3,0.2055,0.66,0.01,0.459,12.86,2001.4,Loam,1.395,0.0,-22.744121,-40.116848,22.18,urban_park,2.21,moderate,NT,0.903,16.5,1,0.196,Hybrid-synthetic (modeled from literature distributions)
R007912,Hibiscus rosa-sinensis,Hibiscus (common),flower,Europe,United Kingdom,2021,0.1,0.0,,0.295,0.05,0.162,0.594,0.0627,0.2298,38.69,-1.03,0.226,1.113,1.067,0.284,17.84,937.7,Silty,0.378,385.3,-8.021753,-126.272999,41.0,garden,5.49,moderate,NT,0.277,3.1,0,0.206,Hybrid-synthetic (modeled from literature distributions)
R007913,Cedrus deodara var7,Deodar cedar (var7),tree,Africa,Kenya,2022,6.568,62.99,0.579,1509.975,461.755,926.713,3397.948,18.5911,68.1674,2.01,0.56,0.04,2.176,1.0,1.895,26.64,156.6,Loam,2.191,727.0,40.781256,71.157021,38.82,campus,21.56,low,VU,0.483,20.48,0,0.159,Hybrid-synthetic (modeled from literature distributions)
R007914,Chrysanthemum morifolium var5,Chrysanthemum (var5),flower,Oceania,New Zealand,2015,0.611,0.0,,0.36,0.068,0.201,0.738,0.1037,0.3802,51.53,0.89,0.3773,0.993,0.716,0.115,16.97,547.2,Loam,2.875,1010.4,-20.481151,173.873571,8.84,natural_forest,4.35,moderate,LC,0.768,1.61,0,0.007,Hybrid-synthetic (modeled from literature distributions)
R007915,Bougainvillea glabra var7,Bougainvillea (var7),flower,South America,Argentina,2024,0.168,0.0,,0.177,0.043,0.104,0.38,0.0357,0.1308,34.4,0.2,0.3214,0.705,0.754,0.165,13.0,2478.5,Peaty,2.359,561.2,44.392461,29.885383,11.4,roadside,11.4,high,EN,0.836,0.0,0,0.215,Hybrid-synthetic (modeled from literature distributions)
R007916,Delonix regia var2,Flame tree (var2),tree,Asia,China,2018,19.459,41.675,0.657,2221.248,549.673,1302.333,4775.22,83.4302,305.9108,6.41,-0.24,0.0341,1.612,112.932,3.075,19.8,425.0,Clay,1.651,318.6,-0.458038,130.699821,23.99,urban_park,28.89,high,NT,0.515,13.39,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R007917,Alnus glutinosa var3,Alder (var3),tree,North America,United States,2008,19.673,56.205,0.472,2936.372,870.248,1789.111,6560.074,95.3581,349.6465,5.33,1.64,0.01,3.104,64.135,2.678,0.25,864.6,Silty,4.082,477.3,-45.016841,135.497425,44.32,natural_forest,11.08,low,CR,0.52,4.66,0,0.355,Hybrid-synthetic (modeled from literature distributions)
R007918,Chrysanthemum morifolium var2,Chrysanthemum (var2),flower,Europe,Spain,2024,1.069,0.0,,0.276,0.052,0.154,0.565,0.0091,0.0335,5.92,1.66,0.0578,1.466,0.873,0.373,9.93,758.0,Loam,2.197,296.3,-10.556167,145.536539,33.47,natural_forest,25.41,moderate,LC,0.284,9.52,1,0.0,Hybrid-synthetic (modeled from literature distributions)
R007919,Quercus robur var6,English oak (var6),tree,North America,United States,2017,13.048,7.497,0.353,25.899,7.836,15.855,58.137,0.0159,0.0581,0.1,-3.36,0.0233,2.501,17.974,2.795,5.9,1614.1,Chalky,1.959,0.0,57.572651,153.605764,42.63,residential_yard,32.71,low,CR,0.159,5.42,0,0.255,Hybrid-synthetic (modeled from literature distributions)
R007920,Moringa oleifera var6,Moringa (var6),tree,South America,Brazil,2000,3.375,33.965,0.653,254.16,52.409,144.087,528.32,3.5284,12.9376,2.45,-1.92,0.0121,3.934,50.001,2.555,4.55,959.9,Peaty,1.461,241.9,21.64043,126.254818,33.33,natural_forest,10.03,high,DD,0.641,16.74,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R007921,Tagetes erecta var4,Marigold (var4),flower,Asia,Vietnam,2008,0.82,0.0,,0.251,0.026,0.13,0.478,0.0235,0.086,18.01,0.98,0.1632,0.631,1.031,0.341,14.46,898.7,Chalky,2.584,932.5,-14.013993,-156.777184,16.99,green_roof,28.38,none,VU,0.376,0.0,0,0.234,Hybrid-synthetic (modeled from literature distributions)
R007922,Grevillea robusta var2,Silk oak (var2),tree,Europe,Italy,2000,13.337,21.68,0.629,394.479,134.774,248.749,912.079,9.5548,35.0341,3.84,-4.21,0.0294,0.5,125.699,1.666,12.64,775.9,Clay,1.714,222.3,-23.3123,170.430549,15.5,community_garden,36.74,low,VU,0.693,20.0,1,0.0,Hybrid-synthetic (modeled from literature distributions)
R007923,Hibiscus rosa-sinensis var2,Hibiscus (var2),flower,Europe,France,2007,1.342,0.0,,0.228,0.05,0.131,0.479,0.0474,0.1737,36.28,-3.58,0.3508,1.585,0.591,0.05,1.72,897.6,Loam-Clay,2.713,40.7,-48.495606,73.967211,13.6,residential_yard,110.29,moderate,NT,0.822,23.98,0,0.338,Hybrid-synthetic (modeled from literature distributions)
R007924,Cedrus deodara var4,Deodar cedar (var4),tree,Europe,Italy,2018,11.514,55.853,0.532,1911.265,564.547,1163.632,4266.649,100.5438,368.6607,8.64,2.11,0.01,1.722,49.088,0.87,-0.23,605.4,Silty,2.313,323.0,-14.5781,-163.561822,30.42,roadside,10.51,none,EN,0.792,17.73,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R007925,Hibiscus rosa-sinensis var8,Hibiscus (var8),flower,Oceania,Fiji,2019,1.666,0.0,,0.061,0.01,0.033,0.122,0.0096,0.0351,28.74,3.6,0.05,0.805,0.585,0.319,17.56,710.1,Chalky,3.056,0.0,-55.229332,-66.327695,11.21,community_garden,50.36,high,NT,0.377,0.0,0,0.053,Hybrid-synthetic (modeled from literature distributions)
R007926,Tectona grandis var5,Teak (var5),tree,Asia,China,2022,20.401,22.848,0.675,719.339,220.266,441.614,1619.252,22.1328,81.1536,5.01,1.81,0.0259,4.591,75.107,2.607,21.81,1269.0,Silty,0.778,0.0,50.485275,-44.29419,34.54,residential_yard,11.83,high,DD,0.603,22.5,0,0.157,Hybrid-synthetic (modeled from literature distributions)
R007927,Delonix regia var4,Flame tree (var4),tree,Europe,Germany,2007,7.701,31.555,0.663,508.368,153.889,311.261,1141.289,10.658,39.0794,3.42,-0.79,0.0203,1.678,121.935,1.159,19.8,744.9,Sandy,1.769,0.0,-25.002007,97.233111,64.62,urban_park,10.29,low,EN,0.283,21.25,1,0.0,Hybrid-synthetic (modeled from literature distributions)
R007928,Quercus robur var6,English oak (var6),tree,Asia,Philippines,2024,10.323,8.278,0.432,30.589,10.139,19.142,70.187,1.1266,4.1309,5.89,0.94,0.0152,4.006,86.114,1.244,24.13,1583.4,Clay,2.28,319.8,-26.218451,-56.454494,25.54,urban_park,43.25,high,EN,0.233,10.7,0,0.107,Hybrid-synthetic (modeled from literature distributions)
R007929,Rosa spp.,Rose (common),flower,Oceania,New Zealand,2022,1.465,0.0,,0.01,0.002,0.006,0.02,0.0031,0.0112,54.69,0.74,0.2762,1.677,0.296,0.233,15.16,794.6,Peaty,2.313,0.0,25.169607,-12.515618,9.46,campus,1.83,none,VU,0.289,16.57,1,0.225,Hybrid-synthetic (modeled from literature distributions)
R007930,Jacaranda mimosifolia var8,Jacaranda (var8),tree,Europe,France,2007,12.775,36.675,0.48,824.046,274.225,516.187,1892.687,5.9894,21.9611,1.16,-2.94,0.0281,2.708,33.625,1.161,2.16,676.9,Loam-Clay,3.647,46.6,45.332841,127.773776,21.11,natural_forest,12.22,none,LC,0.58,16.68,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R007931,Cinnamomum verum var7,Cinnamon (var7),tree,South America,Brazil,2004,19.868,12.994,0.489,164.098,40.022,95.936,351.766,3.3481,12.2763,3.49,0.28,0.017,4.431,47.348,2.488,30.71,1961.9,Loam-Clay,1.852,336.1,42.552091,-77.672198,40.7,urban_park,72.53,high,VU,0.56,0.0,0,0.117,Hybrid-synthetic (modeled from literature distributions)
R007932,Quercus robur var4,English oak (var4),tree,Africa,Kenya,2012,1.5,64.796,0.428,269.78,84.709,166.61,610.902,9.3158,34.1578,5.59,2.03,0.0257,1.181,61.509,2.36,26.7,601.7,Peaty,2.066,0.0,-8.670074,-13.50367,20.04,roadside,55.58,moderate,VU,0.125,0.0,0,0.507,Hybrid-synthetic (modeled from literature distributions)
R007933,Bougainvillea glabra var8,Bougainvillea (var8),flower,Europe,Italy,2007,0.901,0.0,,0.226,0.049,0.129,0.474,0.0306,0.1123,23.69,-1.53,0.1742,0.888,1.356,0.275,7.39,1106.5,Loam-Clay,2.347,0.0,-19.884782,8.711462,23.49,garden,0.2,low,VU,0.516,33.61,0,0.073,Hybrid-synthetic (modeled from literature distributions)
R007934,Picea abies var4,Norway spruce (var4),tree,Europe,France,2013,8.447,54.292,0.558,1390.292,374.235,829.328,3040.868,15.2593,55.9508,1.84,1.66,0.01,1.362,70.285,2.085,15.15,657.0,Clay,2.678,243.6,48.197196,-82.191353,32.7,garden,13.57,low,NT,0.194,20.37,1,0.347,Hybrid-synthetic (modeled from literature distributions)
R007935,Albizia saman var2,Rain tree (var2),tree,Africa,Tanzania,2023,13.443,5.0,0.569,19.133,6.07,11.845,43.432,0.0118,0.0434,0.1,-1.75,0.0224,2.168,61.439,3.108,20.68,1346.8,Peaty,2.181,0.0,-2.051314,162.62667,36.3,residential_yard,25.33,moderate,LC,0.571,34.4,0,0.236,Hybrid-synthetic (modeled from literature distributions)
R007936,Milicia excelsa var2,Iroko (var2),tree,South America,Chile,2018,10.323,5.0,0.641,16.532,3.734,9.525,34.927,0.5745,2.1065,6.03,-1.28,0.024,0.961,33.961,0.666,15.03,2405.3,Clay,1.665,777.3,-45.815498,154.244537,14.88,roadside,50.1,high,EN,0.271,8.33,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R007937,Tagetes erecta,Marigold (common),flower,South America,Peru,2006,0.272,0.0,,0.391,0.082,0.222,0.815,0.1646,0.6037,74.12,-2.82,0.2538,0.937,0.727,0.252,11.97,1582.2,Sandy,1.46,265.3,-43.445617,-138.084136,27.58,campus,3.16,none,VU,0.731,9.64,0,0.177,Hybrid-synthetic (modeled from literature distributions)
R007938,Cinnamomum verum var7,Cinnamon (var7),tree,South America,Argentina,2018,7.007,23.648,0.644,252.377,64.633,148.994,546.313,9.0064,33.0236,6.04,6.92,0.036,2.514,113.309,2.34,24.75,1294.1,Sandy,2.42,196.7,15.508805,-97.81216,44.85,community_garden,26.04,none,VU,0.507,2.86,1,0.219,Hybrid-synthetic (modeled from literature distributions)
R007939,Cinnamomum verum var7,Cinnamon (var7),tree,South America,Argentina,2022,5.506,21.246,0.455,113.04,23.756,64.294,235.745,2.5609,9.3901,3.98,0.57,0.0288,3.738,87.345,2.759,25.47,2830.1,Sandy,2.393,187.7,16.077992,-106.476829,32.1,urban_park,76.58,high,NT,0.085,9.52,0,0.039,Hybrid-synthetic (modeled from literature distributions)
R007940,Prunus domestica var3,Plum (var3),tree,Africa,Ethiopia,2002,12.51,19.557,0.493,235.797,81.552,149.154,546.898,1.3402,4.9142,0.9,-1.92,0.01,2.634,1.0,0.5,23.52,1139.6,Loam-Clay,1.162,72.4,-57.986525,-145.134605,4.1,garden,52.78,high,VU,0.435,0.0,0,0.304,Hybrid-synthetic (modeled from literature distributions)
R007941,Ficus benjamina var6,Weeping fig (var6),tree,Oceania,Fiji,2020,8.139,18.304,0.416,113.567,29.531,67.256,246.607,1.152,4.2241,1.71,-1.59,0.01,1.733,87.089,1.523,13.27,2194.8,Sandy,2.357,617.9,35.444751,154.965195,17.3,roadside,34.33,high,NT,0.867,16.81,0,0.0,Hybrid-synthetic (modeled from literature distributions)
